Report ID,Reporting Entity,Report Submission Date,Incident Date,City,State,Roadway Type,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,SV Precrash Speed (MPH),Automation System Engaged?,Engagement Status,Within ODD?,Narrative,Incident Year,Incident Month,Incident Month Name,Incident Quarter,Reporting Delay Months,Weather Condition,Severity Group,Crash Counterpart Group
30610-11405,"Zoox, Inc.",2025-07-01,2025-07-01,Spring Valley,NV,Intersection,Passenger Car,Minor W/ Hospitalization,Making Left Turn,16,ADS,Verified Engaged,Yes,"A Zoox vehicle (Vehicle 1) operating in autonomous mode was traveling south on [XXX] and initiating a left turn from a dedicated signalized turn lane onto [XXX] in Las Vegas with a flashing yellow.  The Zoox vehicle operator disengaged just prior to the signal turning from flashing yellow to green arrow as they continued to execute the left turn. At that time, a passenger car (Vehicle 2) traveling north on [XXX] failed to stop for the red traffic signal and entered the intersection at a high speed, colliding with the passenger side of the Zoox vehicle.  The side impact caused the Zoox vehicle to roll onto its driver's side. Both vehicles sustained major damage with airbag deployments. The police and EMS arrived at the scene. The Zoox vehicle operator was transported to a medical facility by an ambulance, and Vehicle 2's driver was reported to have declined medical attention. Both vehicles were towed from the scene.",2025,7,July,3,0,Clear,Minor Injury,Passenger Vehicle
30270-11383,Waymo LLC,2025-07-01,2025-07-01,Atlanta,GA,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,23,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 10:07 AM ET a Waymo Autonomous Vehicle (""Waymo AV"") operating in Atlanta, Georgia was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling northbound on [XXX] in the rightmost lane. A passenger car, which was traveling behind an SUV heading northbound on [XXX] that had stopped in the second to the right lane, braked and maneuvered into the Waymo AV's lane of travel (the rightmost lane). The passenger side of the passenger car made contact with the front driver side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both the passenger car and the Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Unknown,No Injury,Passenger Vehicle
30270-11384,Waymo LLC,2025-07-01,2025-07-01,Los Angeles,CA,Intersection,SUV,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 10:53 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an SUV on [XXX] at [XXX]. 
The Waymo AV was stopped facing south on [XXX] at a green light at [XXX] with its right turn signal activated, yielding to a queue of westbound traffic in the second to the right lane on [XXX] that had extended to the intersection. While the Waymo AV remained stopped, an SUV that was traveling southbound on [XXX] proceeded to pass the Waymo AV to the left to continue south on [XXX], and the passenger side of the SUV made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Unknown,No Injury,Passenger Vehicle
30270-11378,Waymo LLC,2025-07-01,2025-07-01,San Francisco,CA,Street,Pickup Truck,Property Damage. No Injured Reported,Stopped,0,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 4:46 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a pickup truck on [XXX] near [XXX]. 
The Waymo AV was traveling westbound on [XXX] when it slowed to a stop for a queue of traffic yielding to a pedestrian that was crossing [XXX] inside the marked crosswalk ahead. An SUV travelling directly behind the Waymo AV was approached by a pickup truck from behind and the front driver side of the pickup truck made contact with the rear passenger side of the passenger car causing the passenger car to be pushed to the left onto the flush median. The pickup truck continued to proceed straight, and the front of the pickup truck made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Unknown,No Injury,Passenger Vehicle
30270-11295,Waymo LLC,2025-07-01,2025-06-01,Los Angeles,CA,Parking Lot,Other Fixed Object,Property Damage. No Injured Reported,Proceeding Straight,1,ADS,Verified Engaged,Yes,"On June [XXX], 2025 at 1:55 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Los Angeles, California was in a collision involving an automatic barrier arm at a parking lot located at [XXX]. 
The Waymo AV was traveling eastbound to exit a parking lot located at [XXX] and came to a stop for a closed automatic barrier arm. The automatic barrier arm then opened, and the Waymo AV began to proceed through the parking lot exit at low speed. The automatic barrier arm then closed. As the Waymo AV attempted to proceed the front of the Waymo AV made contact with the closed automatic barrier arm. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The automatic barrier arm sustained damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,6,June,2,1,Clear,No Injury,Fixed Infrastructure
30270-11373,Waymo LLC,2025-07-01,2025-07-01,San Francisco,CA,Street,Heavy Truck,Property Damage. No Injured Reported,Parked,0,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 4:32 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on [XXX] near [XXX]. 
The Waymo AV was parked at the curb facing southeast on [XXX] for a passenger pick-up when a heavy truck traveling southeastbound in the rightmost lane on [XXX] passed the Waymo AV. As the heavy truck passed the parked Waymo AV, the passenger side of the heavy truck bed made contact with the rear driver side of the Waymo AV.  At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Clear,No Injury,Commercial Vehicle
30270-11370,Waymo LLC,2025-07-01,2025-07-01,Scottsdale,AZ,Street,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight,1,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 7:59 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Scottsdale, Arizona was in a collision involving a passenger car on [XXX] at [XXX]. 
The Waymo AV was stopped in a queue of traffic facing west in the left-turn lane on [XXX] for a red traffic light at the intersection with [XXX]. When the traffic light turned green, the Waymo AV began to proceed forward with the queue of traffic, then slowed behind a passenger car that was waiting in the turn lane to make the unprotected left turn. While the Waymo AV was slowing, a passenger car that was initially stopped directly behind the Waymo AV approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and because of airbag deployment. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Clear,No Injury,Passenger Vehicle
30270-11330,Waymo LLC,2025-07-01,2025-07-01,Austin,TX,Street,Pickup Truck,Property Damage. No Injured Reported,Parked,0,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 1:42 AM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving a pickup truck on [XXX] near [XXX]. 
The Waymo AV was parked in-lane facing northeast on [XXX] with hazards activated for a passenger drop off. While the Waymo AV remained parked, a pickup truck that had been parked at the curb approached the Waymo AV from behind, and proceeded to pass to the left of the Waymo AV. As the pickup truck passed the Waymo AV, the passenger side of the pickup truck made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Clear,No Injury,Passenger Vehicle
30270-11329,Waymo LLC,2025-07-01,2025-07-01,San Francisco,CA,Street,Bus,Property Damage. No Injured Reported,Parked,0,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 6:47 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a bus on [XXX] near [XXX]. 
The Waymo AV was parked in-lane for a passenger pick-up facing south on [XXX] with its hazard lights activated. A bus traveling southbound on [XXX] began to maneuver around the stationary Waymo AV by crossing the yellow center line, entering the opposing lane of travel. As the bus proceeded to the left of the stationary Waymo AV, the right side of the bus made contact with the rear left side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Unknown,No Injury,Commercial Vehicle
30270-11323,Waymo LLC,2025-07-01,2025-07-01,Tempe,AZ,Street,Passenger Car,Minor W/O Hospitalization,Proceeding Straight,16,ADS,Verified Engaged,Yes,"On July [XXX], 2025 at 2:51 PM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Tempe, Arizona was in a collision involving a passenger car on [XXX] near [XXX]. 
The Waymo AV was traveling southbound in the right lane on [XXX], slowing for a queue of traffic near the intersection of [XXX]. A passenger car traveling southbound in the right lane on [XXX] approached the Waymo AV from behind, and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage. The rider of the Waymo AV alleged a minor injury.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.",2025,7,July,3,0,Clear,Minor Injury,Passenger Vehicle
